LFQ Intensity ec1	LFQ Intensity ec2	LFQ Intensity ec3	LFQ Intensity pc1	LFQ Intensity pc2	LFQ Intensity pc3	MS/MS Count ec1	MS/MS Count ec2	MS/MS Count ec3	MS/MS Count pc1	MS/MS Count pc2	MS/MS Count pc3	Only identified by site	Reverse	Contaminant	Peptides	Razor + unique Peptides	Unique Peptides	Protein IDs	Protein Names	Gene Names
20.31274	20.01522	18.98151	19.64375	20.24098	19.74498	2	1	1	0	2	1				3	3	3	P22626;P22626-2;B8ZZ37	Heterogeneous nuclear ribonucleoproteins A2/B1;Putative uncharacterized protein HNRNPA2B1	HNRNPA2B1;HNRPA2B1
-9.09039	-9.746332	-8.25273	-8.557491	-10.93754	-12.68969	1	1	1	1	1	1				3	1	1	C7DJS2	Glutathione S-transferase pi	GSTP1
-5.137085	-16.57598	-10.65647	-10.01639	-11.41379	-9.139287	1	0	0	0	0	0				1	1	1	Q15942;C9IZ41	Zyxin;Zyxin-2;Putative uncharacterized protein ZYX	ZYX
-12.56861	-10.74126	-15.59777	-9.194325	-18.0781	-12.45802	0	0	0	0	0	0				1	1	1	Q9BUL8;C9J5C3;C9J6F3;C9J363;C9JND6;C9JSA3	Cerebral cavernous malformations 3 protein;Programmed cell death protein 10;TF-1 cell apoptosis-related protein 15;Putative uncharacterized protein PDCD10;Programmed cell death 10, isoform CRA_b	CCM3;PDCD10;TFAR15;hCG_27561
-8.375236	-13.61158	-13.66537	-13.72985	-15.36838	-10.02013	0	0	0	0	0	0	+			1	1	1	E9PC16;C9JEQ5	Putative uncharacterized protein HIPK2	HIPK2
22.84364	22.81016	22.56813	22.2741	21.73719	22.17618	8	8	8	4	2	4				7	7	4	P18085;C9JPM4;C9JAK5	ADP-ribosylation factor 4;Putative uncharacterized protein ARF4	ARF2;ARF4
-7.90622	-12.38811	-9.112876	-14.60927	-12.606	-11.54659	0	0	0	0	0	0	+			1	1	1	P12318;P12318-2;C9JV69	CDw32;Fc-gamma RII-a;Low affinity immunoglobulin gamma Fc region receptor II-a;Putative uncharacterized protein FCGR2A	CD32;FCG2;FCGR2A;FCGR2A1;IGFR2
-12.37386	-7.763814	-17.1609	-5.07688	-8.629203	17.46786	1	1	0	0	0	0				1	1	1	D3DQ70;D3DQ69;Q8NC51;Q8NC51-2;Q8NC51-3;Q5VU21;Q63HR1;Q8NC51-4	SERPINE1 mRNA binding protein 1, isoform CRA_d;SERPINE1 mRNA binding protein 1, isoform CRA_c;PAI1 RNA-binding protein 1;Plasminogen activator inhibitor 1 RNA-binding protein;SERPINE1 mRNA-binding protein 1;cDNA, FLJ92551, Homo sapiens PAI-1 mRNA-binding protein (PAI-RBP1), mRNA;PAI-1 mRNA-binding protein variant;SERPINE1 mRNA binding protein 1;Putative uncharacterized protein DKFZp686P17171	hCG_2032021;SERBP1;CGI-55;PAIRBP1;RP11-393N21.3-001;DKFZp686P17171
-11.62784	-16.65691	-6.061913	-5.856223	-15.07747	-7.221815	1	1	0	0	0	0				2	1	1	Q53F37;Q9Y6B6;D6RD69;Q9H029;D6R9R5	SAR1a gene homolog 2 variant;GTP-binding protein B;GTP-binding protein SAR1b;cDNA FLJ32259 fis, clone PROST1000298, highly similar to GTP-binding protein SAR1b;Putative uncharacterized protein DKFZp434B2017	SAR1B;SARA2;SARB;DKFZp434B2017
20.38669	20.38943	20.23421	19.6097	19.409	20.2207	4	3	1	2	3	1				4	4	4	D6W4Z6;P31350;B3KS26;Q8N6S3;C9JXC1;Q7LG56;Q7LG56-2;B4E2N4;Q6AI41;Q9UKM0	Ribonucleoside-diphosphate reductase subunit M2;Ribonucleotide reductase small chain;Ribonucleotide reductase small subunit;cDNA FLJ16813 fis, clone THYMU3030231, highly similar to Ribonucleoside-diphosphate reductase M2 subunit;cDNA FLJ35352 fis, clone PUAEN1000121, highly similar to Ribonucleoside-diphosphate reductase M2 subunit (EC 1.17.4.1);Similar to ribonucleotide reductase protein r2 class I;Putative uncharacterized protein RRM2	RR2;RRM2
-11.81575	-7.070099	-7.363226	-11.95	-11.31104	-17.99143	0	0	0	0	1	1				3	3	3	P15924;D7RX09;Q4LE79;P15924-2;B4E2A0;B4DKX6;B4DWT7	250/210 kDa paraneoplastic pemphigus antigen;Desmoplakin;DSP variant protein	DSP;DSP variant protein
-7.995414	-16.69051	-8.861359	-12.35387	-12.14096	-13.73487	0	0	0	0	0	0				1	1	1	E2QRA8		
-9.400893	-15.53695	-13.06128	-7.844266	-9.440896	-12.51987	0	1	0	0	0	0				1	1	1	E5KN55;E5KN59;Q08752;Q6FGM6;Q05DH6	40 kDa peptidyl-prolyl cis-trans isomerase;Cyclophilin-40;Cyclophilin-related protein;Peptidyl-prolyl cis-trans isomerase D;Rotamase D;PPID protein;Peptidyl-prolyl cis-trans isomerase	CYP40;CYPD;PPID
-10.23681	-14.38528	-12.5036	-14.72107	-11.06173	-10.3476	1	1	1	0	0	0				4	1	1	E7ETK2;P62820;Q5U0I6;P59190;P59190-2;B4DEK7;P61006;Q92930;Q15286;Q92928;B4DMS1;E7END7;B7Z8M7;E9PLD0;B4DTA6;B4E390;Q59EP4;P62820-3;B3KTE3;B4DE50;P61018-2;Q6IQ22;Q504R6;Q5U602;Q9H082;A8MYT0;Q96E17;Q96AX2;P20336;A8K6I8;B2R8W8;O95716;P20337;Q53GC2;Q14964;Q8IWA7;C9JZA1;P20338;P61018;Q96DA2;Q86YS6;P20340;P20340-2;Q53ET8;Q6AZ91;Q6FGX3;Q9NRW1;A8K5R1;Q15771;P51153;B7Z3L0;B7Z337;A8MZI4;A8MTC6;A8MXF5;A8MSP2;A6NDJ8;B7Z772;E9PMZ4;A8MUU7;E9PMJ1;D3DV69;Q6MZH2;E9PBQ0;B7Z5Z9;P62820-2;B7Z4X1;E9PS06;E9PNB9;Q6PIK3;E9PRF7;Q6MZX6;E9PJQ5;C9JFM7;C9JU14;E9PI18;C9JB90;Q53SX4	Ras-related protein Rab-1A;YPT1-related protein;cDNA, FLJ96558, Homo sapiens RAB1A, member RAS oncogene family (RAB1A), mRNA;RAB1A protein;RAB1A, member RAS oncogene family;RAB1A, member RAS oncogene family, isoform CRA_b;Ras-related protein Rab-15;cDNA FLJ53028, highly similar to Ras-related protein Rab-8A;Oncogene c-mel;Ras-related protein Rab-8A;Ras-related protein Rab-8B;GTP-binding protein RAY;Ras-related protein Rab-1C;Ras-related protein Rab-35;Putative Ras-related protein Rab-1C;cDNA FLJ52970, highly similar to Ras-related protein Rab-8B;cDNA FLJ57768, highly similar to Ras-related protein Rab-1A;cDNA FLJ57794, moderately similar to Ras-related protein Rab-35;cDNA FLJ57783, highly similar to Ras-related protein Rab-35;RAB35, member RAS oncogene family, isoform CRA_b;Mel transforming oncogene variant;cDNA FLJ38125 fis, clone D6OST2000127, moderately similar to RAS-RELATED PROTEIN RAB-8B	RAB1;RAB1A;hCG_22592;RAB15;MEL;RAB8;RAB8A;RAB8B;RAB1C;RAB35;RAY;hCG_27777
19.63839	20.18386	18.57186	18.21062	-7.802406	-8.940275	1	2	1	1	1	0				3	3	3	Q8TAT6-2;E7EVD8;Q8TAT6;B4DG89	Nuclear protein localization protein 4 homolog;cDNA FLJ57969, highly similar to Nuclear protein localization protein 4 homolog	KIAA1499;NPL4;NPLOC4
23.89208	23.98198	23.74273	22.67282	22.63962	22.37263	4	8	6	4	3	3				4	4	1	Q9H0U4;Q9H1C9;E7EWA5;Q6FIG4;Q92927	Ras-related protein Rab-1B;Putative small GTP-binding protein (Rab1b);RAB1B protein	RAB1B
20.19039	-9.17988	-6.633758	19.48016	-15.74496	-9.44243	1	0	0	2	0	0				3	3	3	E9KL23;P01009;P01009-2;P01009-3;Q13747;Q9P173;C1KH65;A7L8C5;A7L8C6;B2D098	Alpha-1 protease inhibitor;Alpha-1-antiproteinase;Alpha-1-antitrypsin;Serpin A1;Short peptide from AAT	AAT;PI;PRO0684;PRO2209;SERPINA1
22.7494	22.82188	23.23513	22.19403	22.20735	22.10246	4	4	4	3	3	2				8	8	8	E9KL35;P63244;D6R9L0;D6R9Z1;D6RAC2;D6RHH4;D6RDF4;B4DVD2;D6RFX4;D6REE5;D6RFZ9;B4E0C3;E9PD14;D6RAU2;D6RF23;D6RBD0;B4DWC6;D6R909;D6RHJ5;D6RGK8	Cell proliferation-inducing gene 21 protein;Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-like protein 12.3;Human lung cancer oncogene 7 protein;Receptor for activated C kinase;Receptor of activated protein kinase C 1;cDNA FLJ60170, highly similar to Guanine nucleotide-binding protein subunit beta 2-like 1	GNB2L1;HLC7;PIG21
23.27056	23.22121	23.03547	22.45749	21.99016	22.59855	15	16	8	9	9	8				7	7	7	E9KL39;P37802;B7Z5A2	SM22-alpha homolog;Transgelin-2	CDABP0035;KIAA0120;TAGLN2
-8.352623	-11.10304	-14.12968	-10.86768	-14.73029	16.22893	1	0	0	0	0	0				1	1	1	P37235;Q6FGY1;E9PC71;Q68CP5;O75544	Calcium-binding protein BDR-1;Hippocalcin-like protein 1;HLP2;Visinin-like protein 3;cDNA FLJ78291, highly similar to Homo sapiens hippocalcin-like 1 (HPCAL1), transcript variant 2, mRNA;Hippocalcin-like 1;Hippocalcin-like 1, isoform CRA_a;HPCAL1 protein;Putative uncharacterized protein HPCAL1;Putative uncharacterized protein DKFZp781K1922;BDP-1 protein	BDR1;HPCAL1;hCG_23828;DKFZp781K1922
19.58989	19.63041	18.8317	-14.70538	18.34508	-13.57689	2	2	0	0	0	0				2	2	2	E9PDH9;Q68CQ5;P22234;E9PBS1;D6RF62;B4DGX3	Putative uncharacterized protein DKFZp781N1372;AIR carboxylase;Multifunctional protein ADE2;Phosphoribosylaminoimidazole carboxylase;Phosphoribosylaminoimidazole-succinocarboxamide synthase;SAICAR synthetase	DKFZp781N1372;ADE2;AIRC;PAICS;PAIS
-17.06647	-9.663883	-7.353502	-19.01993	-11.58113	-13.88716	1	1	0	0	0	0				1	1	1	Q15046-2;Q15046;E9PDU1;Q6ZTI3	Lysine--tRNA ligase;Lysyl-tRNA synthetase;cDNA FLJ44621 fis, clone BRACE2016896, highly similar to Lysyl-tRNA synthetase (EC 6.1.1.6)	KARS;KIAA0070
19.60047	19.71431	19.1277	-16.13877	-13.25272	-12.06157	1	2	1	0	0	0				2	2	2	Q8WUD1;P61019;Q5HYI5;E9PKL7;B4DMQ5;B4DUD4;E9PE37	Ras-related protein Rab-2B;Ras-related protein Rab-2A;Putative uncharacterized protein DKFZp313C1541;cDNA FLJ51998, highly similar to Ras-related protein Rab-2A;cDNA FLJ59988, highly similar to Ras-related protein Rab-2B	RAB2B;RAB2;RAB2A;DKFZp313C1541
-15.87114	-10.66053	-9.407564	15.60574	-18.49609	-22.69006	1	1	0	0	0	0				1	1	1	Q9UHX1;Q9UHX1-2;Q9UHX1-5;Q9UHX1-3;Q9UHX1-6;Q9UHX1-4;E9PQ56;E9PN18;E9PMU7;E9PL19	60 kDa poly(U)-binding-splicing factor;FUSE-binding protein-interacting repressor;Poly(U)-binding-splicing factor PUF60;Ro-binding protein 1;Siah-binding protein 1	FIR;PUF60;ROBPI;SIAHBP1
22.4381	22.38922	22.36666	21.75087	21.28308	21.29435	6	6	6	2	3	3				6	6	6	E9PK25;P23528;E9PP50;E9PQB7;Q549N0;Q9Y281;B4E112;E9PS23;E9PLJ3	18 kDa phosphoprotein;Cofilin, non-muscle isoform;Cofilin-1;cDNA, FLJ94864, Homo sapiens cofilin 2 (muscle) (CFL2), mRNA;Cofilin 2 (Muscle), isoform CRA_a;Cofilin 2 (Muscle), isoform CRA_c;Cofilin isoform;Cofilin, muscle isoform;Cofilin-2;cDNA FLJ51435, moderately similar to Cofilin-1	CFL;CFL1;CFL2;hCG_21174
21.03059	20.54548	21.56123	28.76696	28.86304	28.60145	1	1	2	32	34	29				7	7	7	O14737;B4DE64;Q59GR9;Q3HM38	Programmed cell death protein 5;TF-1 cell apoptosis-related protein 19;cDNA FLJ52456, moderately similar to Programmed cell death protein 5	PDCD5;TFAR19
21.11108	20.84751	20.54425	19.98607	19.97533	19.86478	3	2	1	0	1	0				4	4	4	O43175;B3KSC3;Q5SZU1;Q9UMY2;Q8N5M8;Q9UMY3;Q96RV6;Q96RV7	D-3-phosphoglycerate dehydrogenase;cDNA FLJ35987 fis, clone TESTI2014269, highly similar to D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95);Phosphoglycerate dehydrogenase;3-phosphoglycerate dehydrogenase;PHGDH protein	PGDH3;PHGDH;RP4-683H9.1-002
20.12943	20.30775	20.00498	19.04705	-12.54809	-12.15891	1	2	2	0	0	0				3	3	2	O60493;O60493-4;O60493-3;O60493-2	Protein SDP3;Sorting nexin-3	SNX3
22.81284	22.78905	22.8987	22.01376	22.08443	21.56941	6	7	8	4	4	3				6	6	6	O60664;O60664-3;O60664-2	47 kDa mannose 6-phosphate receptor-binding protein;Cargo selection protein TIP47;Mannose-6-phosphate receptor-binding protein 1;Perilipin-3;Placental protein 17	M6PRBP1;PLIN3;TIP47
-5.848387	-8.700304	-10.43809	-8.903514	17.26077	-14.08705	1	1	1	0	0	0				1	1	1	O75340;Q53FC3;Q2YDC2	Apoptosis-linked gene 2 protein;Probable calcium-binding protein ALG-2;Programmed cell death protein 6;Programmed cell death 6 variant;HCG1985580, isoform CRA_f;Programmed cell death 6	ALG2;PDCD6;hCG_1985580
22.87076	22.89759	23.22585	21.78788	21.66635	21.91232	6	8	6	2	3	2				4	4	4	P04632	Calcium-activated neutral proteinase small subunit;Calcium-dependent protease small subunit;Calcium-dependent protease small subunit 1;Calpain regulatory subunit;Calpain small subunit 1	CAPN4;CAPNS;CAPNS1
23.466	23.29852	22.92664	22.68541	22.72837	22.47338	7	6	4	4	4	5				7	7	7	P04792;E9PC00;B4DL87;C9J3N8	28 kDa heat shock protein;Estrogen-regulated 24 kDa protein;Heat shock 27 kDa protein;Heat shock protein beta-1;Stress-responsive protein 27;cDNA FLJ52243, highly similar to Heat-shock protein beta-1	HSP27;HSP28;HSPB1
-14.67645	-11.29236	-8.602048	-14.5864	-14.76911	-7.128574	2	1	1	2	1	1				1	1	1	P05109	Calgranulin-A;Calprotectin L1L subunit;Cystic fibrosis antigen;Leukocyte L1 complex light chain;Migration inhibitory factor-related protein 8;Protein S100-A8;S100 calcium-binding protein A8;Urinary stone protein band A	CAGA;CFAG;MRP8;S100A8
19.6046	19.77038	20.09171	19.89141	19.54542	19.34953	1	2	0	2	1	0				3	3	3	P05198;Q53XC0	Eukaryotic translation initiation factor 2 subunit 1;Eukaryotic translation initiation factor 2 subunit alpha;cDNA, FLJ92791, Homo sapiens eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa (EIF2S1), mRNA;Eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa, isoform CRA_a;Full-length cDNA clone CS0DL010YH08 of B cells (Ramos cell line) of Homo sapiens (human)	EIF2A;EIF2S1;hCG_21909
21.68166	21.4206	21.29558	20.65211	20.97526	20.30162	3	1	1	1	0	0				3	3	3	P05387;Q6FG96	60S acidic ribosomal protein P2;Renal carcinoma antigen NY-REN-44;cDNA, FLJ92222, Homo sapiens ribosomal protein, large P2 (RPLP2), mRNA;Ribosomal protein, large, P2, isoform CRA_a;RPLP2 protein	D11S2243E;RPLP2;RPP2;hCG_1778304
20.06894	19.9805	20.20275	-9.30103	19.39897	19.33723	1	2	3	1	2	0				3	3	3	P06733;P06733-2;E2DRY6;Q9BT62;Q96GV1;D3DTL2;P09104;P13929;Q6FHV6;E7ERT6;P13929-2;B7Z2X9;P13929-3;D3DTL4;Q9NPL4;A4QMW8	2-phospho-D-glycerate hydro-lyase;Alpha-enolase;C-myc promoter-binding protein;Enolase 1;MBP-1;MPB-1;Non-neural enolase;Phosphopyruvate hydratase;Plasminogen-binding protein;Enolase	ENO1;ENO1L1;MBPB1;MPB1
25.34996	25.25158	25.17976	24.09184	23.9968	24.0441	26	24	21	11	11	15				14	14	14	P07355-2;P07355;A6NMY6;B4DNH8;B3KRQ1	Annexin A2;Annexin II;Annexin-2;Calpactin I heavy chain;Calpactin-1 heavy chain;Chromobindin-8;Lipocortin II;p36;Placental anticoagulant protein IV;Protein I;Annexin A2 pseudogene 2;Lipocortin II pseudogene;Putative annexin A2-like protein;cDNA FLJ59138, highly similar to Annexin A2;cDNA FLJ34687 fis, clone MESAN2000620, highly similar to Annexin A2	ANX2;ANX2L4;ANXA2;CAL1H;LPC2D;ANX2L2;ANX2P2;ANXA2P2;LPC2B
21.46508	21.429	21.70771	19.9959	19.90806	19.46408	3	3	4	1	1	0				4	4	4	P07384;B2RDI5;A8MSM1;B4DWH5;E9PRM1;E9PQB3;E9PLQ6;E9PSA6;E9PJA6;E9PMC6;E9PLC9;E9PJJ3;E9PLX0;E9PIA9	Calcium-activated neutral proteinase 1;Calpain mu-type;Calpain-1 catalytic subunit;Calpain-1 large subunit;Cell proliferation-inducing gene 30 protein;Micromolar-calpain;cDNA, FLJ96627, highly similar to Homo sapiens calpain 1, (mu/I) large subunit (CAPN1), mRNA;Putative uncharacterized protein CAPN1;cDNA FLJ53224, highly similar to Calpain-1 catalytic subunit (EC 3.4.22.52)	CANPL1;CAPN1;PIG30
24.5093	24.59024	24.54646	22.91379	22.79198	23.11634	15	20	13	4	8	7				17	17	4	P07437;Q5SU16;Q5JP53;B4DY90;B7ZAF0;Q6LC01;Q5ST81;B7ZAK1;B4DQN9;E7EX69;B4E052;Q9BUU9;B4DMU8;E9PBJ4;B4DMJ5;B4DXZ5;E7ENH1;Q96B85;Q1KSF8;A5D906;A5D907;A1L195;Q6P602;A4UCT2;A6NNZ2;Q5SQY0;C9JAA5;CON__ENSEMBL:ENSBTAP00000025008;Q9H4B7;A6NKZ8;Q5SQY1;A1L196;A4UCU2	Tubulin beta chain;Tubulin beta-5 chain;Beta 5-tubulin;Beta-tubulin protein;Tubulin beta polypeptide;Tubulin, beta;Tubulin, beta, isoform CRA_a;cDNA FLJ56903, highly similar to Tubulin beta-7 chain;cDNA, FLJ79164, highly similar to Tubulin beta-7 chain;MRNA encoding beta-tubulin. (from clone D-beta-1);cDNA, FLJ79215, highly similar to Tubulin beta-7 chain;cDNA FLJ50617, highly similar to Tubulin beta-7 chain;cDNA FLJ52378, highly similar to Tubulin beta-7 chain;TUBB protein;cDNA FLJ53063, highly similar to Tubulin beta-7 chain;cDNA FLJ53012, highly similar to Tubulin beta-7 chain;cDNA FLJ52029, highly similar to Tubulin beta-7 chain	OK/SW-cl.56;TUBB;TUBB5;DAAP-285E11.4-001;DADB-118P11.3-001;DAMA-26D6.3-001;DAMC-316D20.4-001;DAQB-47P19.9-001;DASS-191K16.2-001;hCG_26016;XXbac-BCX111D4.2-001;XXbac-BPG252P9.4-001;DAAP-285E11.4-003;DADB-118P11.3-003;DAMA-26D6.3-003;DAMC-316D20.4-003;DAQB-47P19.9-003;DASS-191K16.2-003;XXbac-BCX111D4.2-003;XXbac-BPG252P9.4-003;DAAP-285E11.4-002;DADB-118P11.3-002;DAMA-26D6.3-002;DAMC-316D20.4-002;DAQB-47P19.9-002;DASS-191K16.2-002;XXbac-BCX111D4.2-002;XXbac-BPG252P9.4-002
20.42634	20.55515	-8.811104	19.72442	19.87533	19.66007	3	3	2	1	1	1				2	2	2	P07737;Q53Y44	Profilin I;Profilin-1;Profilin	PFN1;hCG_32691
-5.987876	-14.31861	-15.1454	-12.62336	-8.531281	-15.26677	0	0	0	0	0	0				4	1	1	P07900-2;P07900;Q2VPJ6;Q8TBA7;O75322;Q86U12	Heat shock 86 kDa;Heat shock protein HSP 90-alpha;Renal carcinoma antigen NY-REN-38;HSP90AA1 protein;Hsp89-alpha-delta-N;Full-length cDNA clone CS0CAP007YF18 of Thymus of Homo sapiens (human)	HSP90A;HSP90AA1;HSPC1;HSPCA
19.69729	19.32854	19.04817	18.29212	18.16315	19.23916	3	5	1	1	0	1				4	4	4	P08758;E7ENQ5;D6RBL5;D6RBE9;E9PHT9;B4DNG6	Anchorin CII;Annexin A5;Annexin V;Annexin-5;Calphobindin I;Endonexin II;Lipocortin V;Placental anticoagulant protein 4;Placental anticoagulant protein I;Thromboplastin inhibitor;Vascular anticoagulant-alpha	ANX5;ANXA5;ENX2;PP4
22.56888	22.45493	22.36209	22.41568	22.29765	21.92401	5	6	3	2	2	2				5	5	3	P09211;A8MX94;C7DJS1;B2C310	Glutathione S-transferase P;GST class-pi;GSTP1-1;Putative uncharacterized protein GSTP1	FAEES3;GST3;GSTP1
25.12017	25.13739	24.96354	24.19024	23.97044	24.05961	15	15	7	6	5	3				9	9	9	P09382	14 kDa laminin-binding protein;14 kDa lectin;Beta-galactoside-binding lectin L-14-I;Galaptin;Galectin-1;HBL;HPL;Lactose-binding lectin 1;Lectin galactoside-binding soluble 1;Putative MAPK-activating protein PM12;S-Lac lectin 1	LGALS1
19.90721	19.9045	19.93934	19.30425	19.05261	19.30828	2	2	2	2	1	2				2	2	2	P09651;P09651-2;Q0VAC0;Q32P51;Q6IPF2;P09651-3;Q9BSM5;B4E0B5;B4DP35	Helix-destabilizing protein;Heterogeneous nuclear ribonucleoprotein A1;hnRNP core protein A1;Single-strand RNA-binding protein;Heterogeneous nuclear ribonucleoprotein A1-like 2;hnRNP core protein A1-like 2;Putative uncharacterized protein;cDNA FLJ51586, moderately similar to Heterogeneous nuclear ribonucleoprotein A1;cDNA FLJ51587, highly similar to Heterogeneous nuclear ribonucleoprotein A1	HNRNPA1;HNRPA1;HNRNPA1L;HNRNPA1L2
23.61358	23.56023	24.01171	23.54097	23.31769	23.14404	9	8	12	10	5	9				12	12	10	P11142;Q53GZ6;E9PKE3;B3KTV0;E7ET08;P11142-2;Q53HF2;Q96IS6;E9PNE6;B4DTX2;E9PLF4;E9PN89;E9PK54;E9PQK7;E9PQQ4;B4E1Q1;E9PI65;E9PPY6;E9PN25;P54652;A8K7Q2;B3KUS2;Q96BE0;E9PS65;Q96H53;Q9NWW3;Q9NZ87;P11021;B4DEF7;C9IYE6;A4D111;E9PM13;E9PSH5	Heat shock 70 kDa protein 8;Heat shock cognate 71 kDa protein;Heat shock 70kDa protein 8 isoform 1 variant;cDNA FLJ38781 fis, clone LIVER2000216, highly similar to HEAT SHOCK COGNATE 71 kDa PROTEIN;Heat shock 70kDa protein 8 isoform 2 variant;HSPA8 protein;cDNA FLJ59163, highly similar to Heat shock cognate 71 kDa protein	HSC70;HSP73;HSPA10;HSPA8
19.62578	20.54501	20.32608	-7.156656	19.10991	-13.73077	1	2	1	0	1	0				5	5	5	P11586;B7Z809	C-1-tetrahydrofolate synthase, cytoplasmic;Formyltetrahydrofolate synthetase;Methenyltetrahydrofolate cyclohydrolase;Methylenetetrahydrofolate dehydrogenase;cDNA FLJ56016, highly similar to C-1-tetrahydrofolate synthase, cytoplasmic	MTHFC;MTHFD;MTHFD1
-10.83245	-10.53748	-10.03411	-13.35282	-12.67365	-10.41932	0	0	0	0	0	0				1	1	1	P12273	gp17;Gross cystic disease fluid protein 15;Prolactin-induced protein;Prolactin-inducible protein;Secretory actin-binding protein	GCDFP15;GPIP4;PIP
23.80902	23.84	23.60162	22.4743	22.20774	22.27481	26	21	9	4	4	5				19	19	19	P13639;B4DPU3;Q8TA90;Q6PK56;B4DRE8;B4DMC6;Q6W6M8	Elongation factor 2;cDNA FLJ56548, highly similar to Elongation factor 2;Similar to Elongation factor 2b	EEF2;EF2
-13.83051	-7.483034	-7.183485	-7.248729	-2.875138	-12.24129	1	1	1	0	0	0				1	1	1	P14174	Glycosylation-inhibiting factor;L-dopachrome isomerase;L-dopachrome tautomerase;Macrophage migration inhibitory factor;Phenylpyruvate tautomerase	GLIF;MIF;MMIF
22.23248	22.28729	21.86359	21.69562	21.39037	21.54581	6	6	5	2	2	3				9	9	9	P14618;P14618-2;B4DUU6;E7EUQ8;E9PF79;B4DNK4;B4DRT3;Q8WUW7;E7EUJ4;Q504U3;Q9UKK4;Q9UK31;Q9NYI7;Q9UN47	Cytosolic thyroid hormone-binding protein;Opa-interacting protein 3;p58;Pyruvate kinase 2/3;Pyruvate kinase isozymes M1/M2;Pyruvate kinase muscle isozyme;Thyroid hormone-binding protein 1;Tumor M2-PK;Pyruvate kinase	OIP3;PK2;PK3;PKM;PKM2
17.85392	17.0281	18.56309	27.4677	27.4964	27.33048	0	0	0	41	50	48				20	20	20	P17987;E7EQR6	CCT-alpha;T-complex protein 1 subunit alpha	CCT1;CCTA;TCP1
21.10534	21.0001	19.93531	18.44273	19.34953	19.23079	3	5	2	1	2	2				6	6	6	P18206;P18206-2;B3KXA2;B4E3Q9;P18206-3;Q5JQ13;B4DKC9;B4DTM7	Metavinculin;Vinculin;cDNA FLJ45031 fis, clone BRAWH3018548, highly similar to Vinculin;cDNA FLJ59659, highly similar to Vinculin	VCL
19.05515	18.77481	18.83201	-11.1861	-14.02654	18.37954	2	0	0	0	0	0				2	2	2	P20290;P20290-2;D6RDG3	RNA polymerase B transcription factor 3;Transcription factor BTF3	BTF3;NACB;OK/SW-cl.8
-11.2786	-9.795617	-14.92826	-9.461764	16.82488	-11.76276	1	1	0	1	0	0				1	1	1	P22314	Protein A1S9;Ubiquitin-activating enzyme E1;Ubiquitin-like modifier-activating enzyme 1	A1S9T;UBA1;UBE1
23.54981	23.68752	23.9228	23.2254	23.59309	23.01667	3	6	9	2	4	3				6	6	6	P25398	40S ribosomal protein S12	RPS12
19.67533	20.05669	20.02797	19.48599	18.95356	19.06321	2	2	2	1	1	1				3	3	3	Q9BUQ0;P26599-2;P26599;Q59H49	Polypyrimidine tract binding protein 1;Polypyrimidine tract binding protein 1, isoform CRA_c;57 kDa RNA-binding protein PPTB-1;Heterogeneous nuclear ribonucleoprotein I;Polypyrimidine tract-binding protein 1;Polypyrimidine tract-binding protein 1 isoform c variant	hCG_20560;PTBP1;PTB
19.5282	19.22771	19.76158	19.58602	19.40674	19.05608	0	0	1	1	0	0				2	2	2	P30050;P30050-2;Q59FI9	60S ribosomal protein L12;Ribosomal protein L12 variant	RPL12
21.41101	20.94049	-5.475178	-13.97814	-14.54195	-11.57172	2	2	1	1	0	0				2	2	2	P31151	Protein S100-A7;Psoriasin;S100 calcium-binding protein A7	PSOR1;S100A7;S100A7C
-6.616476	-17.54778	-14.59551	-8.167336	-10.0172	-9.259502	0	1	0	0	0	0				1	1	1	P31949	Calgizzarin;Metastatic lymph node gene 70 protein;Protein S100-A11;Protein S100-C;S100 calcium-binding protein A11	MLN70;S100A11;S100C
-9.601591	-9.607951	-13.12461	-14.6505	-6.372745	-8.536594	1	1	1	1	1	1				1	1	1	P35754	Glutaredoxin-1;Thioltransferase-1	GLRX;GRX
-7.518831	-13.19537	-8.816086	-10.24924	-10.07651	-16.03507	0	0	0	0	0	1				3	3	3	P46060;B4DY16;B0QYT4;B0QYT5;B4E0U0;Q9BSK3;B0QYT6	Ran GTPase-activating protein 1;cDNA FLJ51385, highly similar to Ran GTPase-activating protein 1;Ran GTPase activating protein 1	KIAA1835;RANGAP1;SD;RP4-756G23.7-009;RP4-756G23.7-008
-10.50235	-9.97741	-13.23022	-13.70337	-9.895056	-8.993415	0	0	0	0	0	0				24	1	1	P48643;Q9BU08;E7EWW2;B4DZT5;B4DXI1;E9PCA1;B7ZAR1;B4DDU6;B4DX08;D6RHV5	CCT-epsilon;T-complex protein 1 subunit epsilon;Putative uncharacterized protein;cDNA FLJ53116, highly similar to T-complex protein 1 subunit epsilon;cDNA FLJ54333, highly similar to T-complex protein 1 subunit epsilon;cDNA, FLJ79275, highly similar to T-complex protein 1 subunit epsilon;cDNA FLJ50442, highly similar to T-complex protein 1 subunit epsilon;cDNA FLJ58784, highly similar to T-complex protein 1 subunit epsilon	CCT5;CCTE;KIAA0098
